#Sensor_Caliente,Sensor_Frio
34.0,27.37
34.0,27.37
34.0,27.37
34.0,27.37
33.94,27.37
33.94,27.37
33.94,27.37
33.94,27.37
33.94,27.44
33.88,27.37
33.88,27.37
33.88,27.44
33.88,27.44
33.88,27.44
33.81,27.5
33.81,27.44
33.88,27.5
33.81,27.5
33.81,27.5
33.81,27.5
33.81,27.5
33.75,27.44
33.75,27.5
33.75,27.5
33.75,27.5
33.75,27.5
33.69,27.5
33.69,27.5
33.69,27.56
33.69,27.56
33.69,27.56
33.69,27.5
33.63,27.56
33.63,27.56
33.63,27.5
33.63,27.56
33.63,27.56
33.63,27.56
33.56,27.56
33.56,27.56
33.56,27.56
33.56,27.56
33.56,27.56
33.56,27.56
33.5,27.62
33.5,27.62
33.5,27.62
33.5,27.56
33.5,27.62
33.5,27.56
33.5,27.62
33.44,27.62
33.44,27.62
33.44,27.62
33.44,27.62
33.44,27.62
33.44,27.69
33.44,27.62
33.44,27.69
33.44,27.62
33.38,27.69
33.38,27.69
33.38,27.69
33.31,27.69
33.44,27.69
33.38,27.62
33.31,27.62
33.31,27.69
33.38,27.69
33.31,27.69
33.31,27.69
33.31,27.69
33.31,27.69
33.31,27.75
33.25,27.69
33.25,27.75
33.19,27.69
33.25,27.69
33.25,27.75
33.19,27.69
33.25,27.75
33.25,27.75
33.19,27.75
33.19,27.75
33.19,27.75
33.19,27.75
33.19,27.75
33.19,27.75
33.13,27.75
33.19,27.75
33.13,27.75
33.13,27.75
33.13,27.75
33.13,27.75
33.13,27.75
33.13,27.75
33.06,27.75
33.06,27.75
33.06,27.81
33.06,27.81
33.06,27.81
33.06,27.75
33.0,27.81
33.06,27.81
33.0,27.81
33.06,27.81
33.06,27.75
33.0,27.81
33.0,27.81
33.0,27.81
32.94,27.81
33.0,27.81
33.0,27.81
32.94,27.81
32.94,27.81
32.94,27.81
32.94,27.81
32.94,27.81
32.94,27.81
32.88,27.87
32.94,27.81
32.88,27.87
32.94,27.81
32.88,27.87
32.88,27.87
32.88,27.87
32.88,27.87
32.88,27.87
32.88,27.87
32.88,27.87
32.88,27.87
32.88,27.87
32.81,27.87
32.88,27.87
32.88,27.87
32.81,27.87
32.81,27.87
32.81,27.94
32.81,27.87
32.75,27.87
32.75,27.87
32.75,27.94
32.81,27.87
32.75,27.94
32.75,27.87
32.75,27.94
32.75,27.94
32.75,27.94
32.75,27.87
32.75,27.94
32.75,27.94
32.69,27.94
32.75,27.94
32.75,27.94
32.69,27.94
32.69,27.94
32.69,27.94
32.69,27.94
32.69,27.94
32.69,28.0
32.69,28.0
32.69,28.0
32.63,27.94
32.63,27.94
32.69,27.94
32.63,28.0
32.63,27.94
32.69,27.94
32.63,27.94
32.63,28.0
32.63,28.0
32.63,28.0
32.56,28.0
32.56,27.94
32.63,27.94
32.56,28.0
32.63,27.94
32.56,28.0
32.56,27.94
32.56,28.0
32.56,28.0
32.56,28.0
32.56,28.0
32.56,28.0
32.5,28.0
32.56,28.0
32.56,28.0
32.56,28.0
32.56,28.0
32.5,28.0
32.5,28.0
32.56,28.0
32.5,28.0
32.5,28.0
32.5,28.0
32.5,28.0
32.5,28.0
32.44,28.06
32.44,28.0
32.44,28.0
32.5,28.0
32.44,28.0
32.5,28.06
32.5,28.06
32.44,28.0
32.44,28.0
32.44,28.0
32.44,28.0
32.38,28.06
32.38,28.06
32.44,28.06
32.44,28.06
32.44,28.06
32.38,28.06
32.44,28.06
32.38,28.06
32.38,28.06
32.38,28.06
32.38,28.0
32.38,28.0
32.31,28.06
32.38,28.06
32.38,28.06
32.38,28.06
32.38,28.06
32.25,28.06
32.31,28.06
32.31,28.06
32.25,28.06
32.31,28.06
32.31,28.06
32.25,28.06
32.31,28.06
32.25,28.06
32.25,28.06
32.25,28.06
32.25,28.06
32.25,28.06
32.25,28.06
32.25,28.06
32.25,28.06
32.25,28.12
32.19,28.06
32.13,28.06
32.25,28.12
32.19,28.06
32.19,28.06
32.19,28.06
32.19,28.12
32.19,28.06
32.13,28.06
32.06,28.06
32.06,28.06
32.06,28.06
32.13,28.0
32.19,28.06
32.19,28.0
32.19,28.0
32.19,28.0
32.13,28.0
32.19,28.0
32.25,28.0
32.25,28.0
32.19,28.0
32.19,28.0
32.19,28.0
32.19,27.94
32.25,28.0
32.19,28.0
32.19,28.0
32.19,28.0
32.13,27.94
32.13,28.0
32.13,27.94
32.13,27.94
32.13,27.94
32.06,27.94
32.06,27.94
32.06,27.94
32.13,27.94
32.06,27.94
32.06,27.94
32.06,27.94
32.06,27.94
32.06,27.94
32.06,27.94
32.06,27.94
32.06,27.94
32.0,27.94
32.06,27.94
32.06,27.94
32.06,27.94
32.06,27.94
32.0,27.87
32.0,27.94
32.0,27.94
32.0,27.94
32.0,27.94
32.0,27.94
31.94,27.94
32.0,27.94
32.0,27.94
32.0,27.94
31.94,28.0
31.94,27.94
31.94,27.94
31.94,27.94
32.0,27.94
31.94,27.94
31.94,27.94
31.87,27.94
31.94,27.94
31.94,27.94
31.87,28.0
31.94,27.94
31.94,28.0
31.94,27.94
31.87,28.0
31.87,28.0
31.87,28.0
31.94,27.94
31.87,27.94
31.87,27.94
31.81,28.0
31.87,28.0
31.87,27.94
31.81,27.94
31.81,27.94
31.81,28.0
31.81,28.0
31.81,28.0
31.81,28.0
31.81,28.0
31.81,28.0
31.81,28.0
31.75,28.0
31.81,28.0
31.75,28.0
31.75,28.0
31.75,28.0
31.81,28.0
31.75,28.0
31.75,28.0
31.75,28.0
31.75,28.0
31.75,28.0
31.75,28.0
31.75,28.0
31.81,28.0
31.75,28.06
31.81,28.0
31.75,28.0
31.75,28.0
31.75,28.0
31.75,28.0
31.75,28.0
31.75,28.0
31.75,28.0
31.69,28.0
31.69,28.0
31.69,28.0
31.69,28.0
31.69,28.06
31.69,28.0
31.69,28.0
31.69,28.0
31.69,28.0
31.62,28.0
31.62,28.06
31.62,28.0
31.69,28.0
31.69,28.0
31.62,28.0
31.62,28.0
31.62,28.0
31.62,28.06
31.62,28.0
31.62,28.0
31.62,28.0
31.62,28.0
31.62,28.0
31.62,28.06
31.62,28.06
31.69,28.06
31.62,28.0
31.62,28.0
31.56,28.0
31.56,28.0
31.56,28.0
31.62,28.06
31.56,28.06
31.56,28.06
31.56,28.06
31.56,28.0
31.56,28.06
31.56,28.0
31.56,28.06
31.56,28.06
31.56,28.06
31.56,28.06
31.56,28.0
31.5,28.0
31.56,28.0
31.5,28.06
31.56,28.06
31.5,28.06
31.5,28.0
31.5,28.06
31.56,28.06
31.5,28.06
31.5,28.06
31.5,28.06
31.56,28.06
31.5,28.06
31.5,28.06
31.5,28.06
31.5,28.06
31.5,28.06
31.44,28.06
31.5,28.06
31.44,28.06
31.5,28.06
31.44,28.06
31.44,28.06
31.44,28.06
31.44,28.06
31.44,28.06
31.44,28.06
31.44,28.06
31.44,28.06
31.44,28.06
31.44,28.06
31.44,28.06
31.37,28.06
31.44,28.06
31.37,28.12
31.37,28.06
31.37,28.06
31.44,28.06
31.37,28.06
31.37,28.06
31.37,28.06
31.37,28.06
31.37,28.06
31.37,28.06
31.37,28.06
31.37,28.12
31.37,28.06
31.31,28.06
31.37,28.06
31.31,28.06
31.31,28.12
31.37,28.06
31.31,28.06
31.31,28.06
31.31,28.12
31.31,28.06
31.37,28.12
31.25,28.06
31.31,28.12
31.37,28.06
31.37,28.12
31.31,28.12
31.25,28.06
31.31,28.06
31.31,28.12
31.31,28.12
31.31,28.12
31.31,28.12
31.31,28.12
31.31,28.12
31.25,28.12
31.31,28.12
31.25,28.06
31.25,28.12
31.31,28.12
31.25,28.12
31.25,28.12
31.25,28.12
31.25,28.12
31.25,28.12
31.25,28.06
31.25,28.12
31.25,28.12
31.25,28.12
31.25,28.12
31.31,28.12
31.19,28.12
31.25,28.12
31.25,28.12
31.25,28.12
31.19,28.12
31.25,28.12
31.19,28.12
31.19,28.12
31.19,28.12
31.19,28.12
31.19,28.12
31.12,28.06
31.19,28.12
31.19,28.12
31.19,28.12
31.19,28.12
31.12,28.12
31.12,28.12
31.19,28.12
31.19,28.12
31.19,28.12
31.12,28.12
31.12,28.12
31.12,28.12
31.12,28.12
31.12,28.12
31.12,28.12
31.12,28.12
31.12,28.12
31.12,28.12
31.12,28.12
31.06,28.12
31.06,28.12
31.12,28.12
31.12,28.12
31.06,28.12
31.06,28.12
31.06,28.12
31.12,28.12
31.06,28.12
31.12,28.12
31.06,28.12
31.12,28.12
31.06,28.12
31.12,28.12
31.12,28.12
31.06,28.12
31.06,28.12
31.06,28.12
31.06,28.12
31.06,28.12
31.0,28.12
31.06,28.12
31.0,28.12
31.0,28.12
31.0,28.19
31.0,28.12
31.0,28.12
31.0,28.12
31.06,28.12
31.0,28.19
31.0,28.12
31.06,28.12
31.0,28.12
31.0,28.12
31.0,28.12
31.0,28.12
30.94,28.12
31.0,28.12
31.0,28.12
31.0,28.12
30.94,28.19
31.0,28.12
31.0,28.12
30.94,28.12
30.94,28.12
30.94,28.12
30.94,28.19
30.94,28.12
30.94,28.12
30.94,28.12
31.0,28.12
30.94,28.12
30.94,28.12
30.94,28.12
30.94,28.12
30.87,28.12
30.94,28.12
30.94,28.12
30.94,28.12
30.87,28.12
30.87,28.12
30.87,28.12
30.87,28.12
30.87,28.12
30.87,28.12
30.87,28.12
30.87,28.12
30.87,28.12
30.87,28.12
30.87,28.12
30.87,28.12
30.87,28.12
30.81,28.12
30.81,28.12
30.87,28.12
30.87,28.19
30.81,28.19
30.81,28.12
30.87,28.19
30.81,28.12
30.81,28.19
30.81,28.12
30.81,28.19
30.81,28.12
30.75,28.12
30.81,28.19
30.81,28.19
30.81,28.12
30.81,28.12
30.81,28.12
30.81,28.19
30.75,28.12
30.75,28.19
30.75,28.19
30.81,28.12
30.81,28.12
30.75,28.12
30.75,28.12
30.75,28.12
30.81,28.19
30.75,28.19
30.75,28.19
30.75,28.12
30.75,28.12
30.75,28.12
30.75,28.12
30.75,28.19
30.75,28.12
30.75,28.12
30.75,28.19
30.69,28.12
30.75,28.12
30.69,28.19
30.69,28.12
30.75,28.19
30.69,28.12
30.69,28.19
30.69,28.19
30.69,28.12
30.69,28.12
30.69,28.12
30.69,28.19
30.69,28.12
30.62,28.19
30.62,28.12
30.69,28.19
30.69,28.19
30.69,28.12
30.69,28.12
30.75,28.19
30.69,28.19
30.69,28.19
30.69,28.19
30.69,28.19
30.69,28.19
30.69,28.12
30.69,28.19
30.62,28.12
30.69,28.19
30.62,28.12
30.62,28.19
30.62,28.19
30.62,28.19
30.62,28.19
30.62,28.12
30.62,28.19
30.62,28.19
30.62,28.19
30.62,28.19
30.62,28.19
30.56,28.19
30.56,28.19
30.56,28.19
30.62,28.19
30.56,28.12
30.62,28.19
30.56,28.19
30.56,28.19
30.56,28.12
30.56,28.19
30.56,28.19
30.56,28.19
30.56,28.19
30.56,28.19
30.56,28.12
30.56,28.12
30.5,28.12
30.5,28.19
30.56,28.19
30.56,28.12
30.5,28.19
30.5,28.12
30.56,28.12
30.5,28.19
30.5,28.12
30.56,28.19
30.56,28.12
30.5,28.19
30.5,28.12
30.56,28.06
30.5,28.0
30.5,27.94
30.44,27.94
30.5,27.87
30.5,27.81
30.5,27.81
30.5,27.75
30.44,27.75
30.44,27.75
30.44,27.75
30.44,27.69
30.44,27.69
30.44,27.69
30.44,27.69
30.44,27.69
30.44,27.62
30.37,27.69
30.37,27.62
30.37,27.62
30.37,27.69
30.37,27.69
30.44,27.69
30.44,27.62
30.44,27.62
30.44,27.69
30.37,27.69
30.37,27.62
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.44,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.37,27.75
30.31,27.69
30.37,27.69
30.37,27.69
30.37,27.69
30.31,27.69
30.31,27.69
30.31,27.69
30.31,27.69
30.31,27.69
30.31,27.69
30.31,27.69
30.31,27.69
30.31,27.69
30.31,27.69
30.31,27.69
30.31,27.69
30.25,27.75
30.25,27.69
30.31,27.69
30.25,27.69
30.31,27.69
30.31,27.69
30.25,27.69
30.25,27.69
30.31,27.69
30.25,27.69
30.25,27.69
30.25,27.62
30.25,27.69
30.25,27.69
30.25,27.69
30.25,27.69
30.25,27.69
30.25,27.69
30.25,27.69
30.19,27.69
30.19,27.69
30.19,27.69
30.25,27.75
30.19,27.69
30.19,27.69
30.19,27.62
30.19,27.69
30.19,27.75
30.19,27.69
30.19,27.69
30.19,27.69
30.19,27.69
30.19,27.69
30.19,27.69
30.19,27.69
30.19,27.69
30.19,27.69
30.19,27.69
30.19,27.69
30.12,27.69
30.19,27.62
30.19,27.69
30.12,27.69
30.19,27.69
30.12,27.75
30.12,27.69
30.19,27.69
30.19,27.69
30.19,27.69
30.12,27.69
30.12,27.75
30.12,27.69
30.12,27.69
30.12,27.69
30.12,27.69
30.12,27.75
30.12,27.69
30.12,27.69
30.12,27.69
30.12,27.69
30.12,27.75
30.12,27.69
30.12,27.75
30.06,27.75
30.12,27.75
30.06,27.69
30.06,27.69
30.12,27.69
30.12,27.69
30.06,27.75
30.06,27.69
30.06,27.75
30.06,27.69
30.06,27.75
30.06,27.69
30.06,27.75
30.12,27.75
30.06,27.69
30.06,27.75
30.06,27.75
30.06,27.69
30.06,27.69
30.06,27.69
30.0,27.69
30.0,27.69
30.0,27.69
30.0,27.69
30.0,27.69
30.0,27.69
30.06,27.69
30.0,27.69
30.0,27.69
30.0,27.69
30.0,27.69
30.0,27.69
30.0,27.69
30.0,27.69
30.0,27.69
29.94,27.69
29.94,27.69
29.94,27.75
29.94,27.69
29.94,27.69
30.0,27.69
29.94,27.69
30.0,27.75
30.0,27.69
30.0,27.69
29.94,27.69
29.94,27.75
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.87,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.69
29.94,27.75
29.94,27.69
29.94,27.69
29.87,27.69
29.87,27.75
29.94,27.75
29.87,27.69
29.87,27.75
29.87,27.69
29.87,27.75
29.87,27.69
29.87,27.75
29.87,27.69
29.87,27.75
29.87,27.69
29.87,27.69
29.87,27.69
29.81,27.69
29.87,27.69
29.81,27.69
29.81,27.69
29.81,27.69
29.87,27.75
29.87,27.75
29.87,27.69
29.81,27.69
29.81,27.69
29.81,27.75
29.81,27.69
29.75,27.69
29.81,27.69
29.81,27.75
29.81,27.69
29.81,27.75
29.81,27.69
29.81,27.75
29.81,27.69
29.75,27.75
29.75,27.69
29.81,27.75
29.81,27.69
29.81,27.69
29.75,27.69
29.75,27.69
29.75,27.75
29.75,27.69
29.75,27.69
29.75,27.75
29.75,27.69
29.75,27.69
29.75,27.69
29.75,27.69
29.75,27.75
29.75,27.69
29.75,27.75
29.69,27.69
29.69,27.69
29.75,27.69
29.75,27.75
29.75,27.69
29.69,27.69
29.75,27.69
29.69,27.69
29.75,27.75
29.69,27.69
29.69,27.69
29.69,27.69
29.69,27.75
29.69,27.69
29.69,27.69
29.69,27.69
29.69,27.75
29.62,27.69
29.69,27.75
29.69,27.75
29.69,27.69
29.62,27.69
29.69,27.75
29.69,27.81
29.62,27.75
29.62,27.75
29.62,27.69
29.62,27.75
29.62,27.69
29.62,27.69
29.62,27.69
29.69,27.69
29.69,27.69
29.62,27.69
29.62,27.75
29.62,27.75
29.62,27.69
29.62,27.75
29.69,27.75
29.62,27.75
29.62,27.69
29.62,27.69
29.62,27.75
29.62,27.69
29.56,27.69
29.62,27.69
29.62,27.75
29.56,27.69
29.56,27.69
29.56,27.69
29.56,27.69
29.56,27.69
29.62,27.69
29.56,27.75
29.56,27.69
29.56,27.69
29.56,27.69
29.56,27.75
29.5,27.69
29.56,27.69
29.5,27.69
29.56,27.69
29.5,27.69
29.56,27.69
29.5,27.69
29.56,27.69
29.5,27.62
29.5,27.69
29.56,27.69
29.5,27.69
29.5,27.69
29.56,27.69
29.5,27.69
29.5,27.62
29.5,27.69
29.44,27.69
29.5,27.69
29.44,27.69
29.5,27.69
29.5,27.69
29.5,27.69
29.5,27.69
29.5,27.69
29.44,27.69
29.5,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.5,27.69
29.5,27.62
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.44,27.69
29.37,27.69
29.44,27.75
29.44,27.69
29.44,27.69
29.44,27.69
29.37,27.69
29.37,27.69
29.44,27.69
29.44,27.69
29.37,27.69
29.37,27.69
29.37,27.69
29.37,27.69
29.37,27.69
29.37,27.69
29.37,27.69
29.44,27.69
29.37,27.69
29.37,27.69
29.37,27.69
29.37,27.69
29.37,27.69
29.37,27.75
29.31,27.69
29.37,27.69
29.37,27.69
29.31,27.69
29.37,27.75
29.37,27.69
29.31,27.69
29.37,27.69
29.37,27.69
29.31,27.69
29.31,27.69
29.31,27.69
29.31,27.69
29.31,27.69
29.31,27.69
29.31,27.69
29.31,27.69
29.31,27.69
29.31,27.69
29.25,27.69
29.31,27.69
29.31,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.25,27.62
29.25,27.69
29.25,27.69
29.25,27.69
29.31,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.25,27.62
29.25,27.62
29.25,27.69
29.25,27.62
29.25,27.75
29.25,27.69
29.19,27.69
29.25,27.69
29.19,27.69
29.25,27.69
29.25,27.69
29.25,27.69
29.19,27.69
29.19,27.69
29.19,27.69
29.25,27.69
29.25,27.62
29.19,27.69
29.19,27.69
29.19,27.69
29.19,27.69
29.19,27.69
29.25,27.69
29.19,27.69
29.19,27.69
29.19,27.69
29.19,27.69
29.12,27.69
29.12,27.62
29.19,27.69
29.19,27.69
29.19,27.69
29.19,27.69
29.19,27.69
29.19,27.62
29.19,27.69
29.19,27.69
29.19,27.69
29.19,27.69
29.19,27.69
29.19,27.62
29.19,27.69
29.12,27.62
29.19,27.69
29.19,27.69
29.12,27.69
29.12,27.69
29.12,27.62
29.12,27.69
29.12,27.69
29.12,27.69
29.12,27.69
29.12,27.62
29.12,27.69
29.12,27.69
29.12,27.69
29.12,27.69
29.06,27.62
29.06,27.62
29.06,27.69
29.06,27.69
29.06,27.69
29.12,27.62
29.12,27.62
29.06,27.69
29.06,27.69
29.06,27.69
29.06,27.62
29.06,27.69
29.06,27.69
29.06,27.69
29.0,27.69
29.06,27.69
29.06,27.69
29.06,27.62
29.06,27.62
29.0,27.62
29.06,27.62
29.0,27.62
29.06,27.69
29.06,27.62
29.0,27.69
29.0,27.62
29.06,27.62
29.0,27.62
29.0,27.62
29.0,27.69
29.0,27.62
29.0,27.69
29.0,27.62
29.06,27.62
29.0,27.62
29.0,27.62
29.0,27.62
29.0,27.69
29.0,27.62
29.0,27.62
29.0,27.62
29.0,27.62
29.0,27.62
29.0,27.69
29.0,27.62
29.0,27.62
28.94,27.62
28.94,27.62
29.0,27.62
28.94,27.62
29.0,27.62
28.94,27.62
29.0,27.62
28.94,27.62
28.94,27.62
29.0,27.62
29.0,27.56
29.0,27.62
28.94,27.62
28.94,27.62
29.0,27.62
28.94,27.62
29.0,27.62
28.94,27.62
28.94,27.62
28.94,27.62
28.94,27.62
28.94,27.62
28.94,27.62
28.94,27.62
28.87,27.56
28.87,27.62
28.87,27.62
28.94,27.62
28.87,27.62
28.94,27.56
28.87,27.56
28.94,27.62
28.87,27.62
28.87,27.62
28.94,27.62
28.94,27.62
28.94,27.62
28.87,27.62
28.87,27.62
28.87,27.56
28.87,27.62
28.87,27.62
28.87,27.62
28.87,27.62
28.87,27.62
28.87,27.56
28.87,27.62
28.81,27.62
28.87,27.56
28.94,27.62
28.87,27.62
28.81,27.56
28.87,27.62
28.81,27.62
28.81,27.56
28.81,27.56
28.81,27.56
28.81,27.56
28.87,27.62
28.87,27.56
28.87,27.56
28.81,27.62
28.87,27.62
28.81,27.62
28.81,27.56
28.81,27.56
28.81,27.56
28.81,27.56
28.81,27.56
28.81,27.62
28.81,27.56
28.75,27.56
28.81,27.56
28.75,27.62
28.81,27.56
28.75,27.56
28.81,27.62
28.75,27.62
28.75,27.56
28.75,27.56
28.81,27.56
28.81,27.56
28.75,27.56
28.81,27.56
28.75,27.56
28.75,27.56
28.75,27.56
28.75,27.56
28.75,27.56
28.75,27.56
28.75,27.56
28.75,27.56
28.75,27.56
28.81,27.56
28.75,27.56
28.75,27.56
28.69,27.56
28.81,27.56
28.81,27.56
28.75,27.56
28.69,27.56
28.75,27.56
28.69,27.56
28.75,27.56
28.69,27.56
28.75,27.56
28.69,27.56
28.69,27.5
28.69,27.56
28.75,27.56
28.75,27.56
28.75,27.56
28.69,27.56
28.69,27.5
28.69,27.56
28.69,27.56
28.69,27.5
28.75,27.56
28.69,27.56
28.69,27.5
28.69,27.56
28.69,27.56
28.69,27.5
28.75,27.5
28.69,27.5
28.69,27.56
28.69,27.56
28.69,27.56
28.69,27.56
28.69,27.56
28.69,27.56
28.69,27.56
28.69,27.56
28.62,27.56
28.62,27.5
28.62,27.56
28.62,27.5
28.62,27.5
28.62,27.56
28.62,27.56
28.62,27.5
28.62,27.5
28.62,27.56
28.62,27.56
28.62,27.5
28.62,27.56
28.62,27.56
28.62,27.56
28.62,27.56
28.56,27.5
28.62,27.5
28.62,27.5
28.62,27.5
28.56,27.56
28.56,27.56
28.56,27.56
28.56,27.5
28.56,27.5
28.56,27.5
28.56,27.5
28.62,27.5
28.56,27.5
28.62,27.5
28.56,27.5
28.56,27.5
28.56,27.5
28.56,27.5
28.62,27.5
28.56,27.5
28.56,27.5
28.62,27.5
28.62,27.5
28.56,27.5
28.62,27.5
28.56,27.5
28.56,27.5
28.56,27.44
28.5,27.5
28.56,27.5
28.56,27.5
28.56,27.5
28.56,27.5
28.56,27.5
28.5,27.5
28.56,27.5
28.56,27.5
28.56,27.5
28.5,27.5
28.56,27.5
28.56,27.56
28.5,27.5
28.56,27.44
28.5,27.5
28.5,27.5
28.5,27.44
28.56,27.5
28.5,27.5
28.5,27.5
28.5,27.5
28.5,27.5
28.5,27.5
28.5,27.5
28.44,27.5
28.44,27.5
28.5,27.44
28.5,27.5
28.44,27.5
28.44,27.44
28.5,27.5
28.44,27.5
28.5,27.44
28.44,27.5
28.44,27.44
28.44,27.44
28.44,27.5
28.44,27.44
28.44,27.5
28.44,27.5
28.37,27.5
28.44,27.5
28.44,27.44
28.44,27.5
28.44,27.44
28.44,27.5
28.44,27.5
