#k_1,k_2,k_12,SigmaSquared_k1,SigmaSquared_k2,SigmaSquared_k12,Semillas,Error_MC,Datos
0.0009661800590961617,0.0005002572245131297,0.0037437545211623426,1.5929963055708729e-10,7.492020254367484e-10,5.120807432114716e-10,545483,Nada,Nada
0.0012873957929592456,0.0003422945229098441,0.0032183203416395437,2.6845094640263823e-10,1.1740930202225544e-09,8.300858950883728e-10,557237,Nada,Nada
0.0012233934012589821,0.0003969622518520137,0.0034238746170055507,2.3393894165158997e-10,1.039726258545773e-09,7.274307697638576e-10,359112,Nada,Nada
0.001075237261811096,0.0003890962492857341,0.0035206929881968414,1.8514854439558045e-10,8.568844046296398e-10,5.806453672796595e-10,705348,Nada,Nada
0.0010292302717394288,0.000478621209019017,0.0036720323187234873,1.7232180149795369e-10,7.957969005078008e-10,5.514472198809596e-10,678827,Nada,Nada
0.0012787946662420702,0.00041237298798516714,0.003472309178038059,2.734226431318455e-10,1.2027532513271844e-09,8.463686459182573e-10,207281,Nada,Nada
0.0011986276907332526,0.00039345449491500514,0.0034115687303565905,2.1148895662524448e-10,9.432592253869624e-10,6.606181719900959e-10,127019,Nada,Nada
0.0008623156564629196,0.0005641029383683502,0.003941289537728028,1.8807867127778917e-10,8.933550032752945e-10,6.190573465209607e-10,847602,Nada,Nada
0.0009800641782555899,0.0005031198229389643,0.003747922744495016,1.7699381045229943e-10,8.297578039620794e-10,5.682728070406897e-10,21685,Nada,Nada
0.0012013234759104372,0.00032335838290224294,0.003416009385361879,2.0217592419447755e-10,9.036073803328458e-10,6.253555144435235e-10,683896,Nada,Nada
0.001084872371628527,0.000520223611171817,0.0038404464380624517,2.1336364585597167e-10,9.803295361953568e-10,6.773366466944441e-10,48615,Nada,Nada
0.00100710258778212,0.0005110888871307839,0.0037695983290127527,1.7762860715971543e-10,8.34487549457749e-10,5.66553127283871e-10,541260,Nada,Nada
0.0010902137763951119,0.0004251821585851447,0.0035370388442049466,1.7988677745876407e-10,8.207609578530506e-10,5.699666118970308e-10,114271,Nada,Nada
0.0010033971745338974,0.00041519572895322096,0.003511426970737421,1.8395240480009659e-10,8.605217364971219e-10,5.851927469557323e-10,740669,Nada,Nada
0.001210977648696439,0.00041651693707155704,0.0035501089602439683,2.2931923253616678e-10,1.0294610610016097e-09,7.103137388322514e-10,157727,Nada,Nada
0.001232261335310558,0.0003801574392812992,0.003378376300374288,2.3775850664982484e-10,1.0570575180004888e-09,7.373411746676265e-10,4704,Nada,Nada
0.0011688164928866276,0.00038948967918201263,0.003509684584333301,1.99411178487374e-10,8.969005826472899e-10,6.225289295465707e-10,358248,Nada,Nada
0.0010387432776119852,0.00036909192933244823,0.003472422326600958,1.7141148210996908e-10,7.875310435998848e-10,5.444185176257079e-10,55482,Nada,Nada
0.0008364087593219953,0.000492044102509621,0.0037303125560251066,1.7422557424292678e-10,8.403932093872866e-10,5.672617171930006e-10,147082,Nada,Nada
0.0010301526923028998,0.000450459206169976,0.003686656034124148,1.765579993440131e-10,8.233550326411009e-10,5.596815261839349e-10,962757,Nada,Nada
0.000897673055162099,0.0004594279114052407,0.0036978209127144454,1.7131689800959453e-10,8.200431570624835e-10,5.509073210246151e-10,419687,Nada,Nada
0.0010881671267213844,0.0004085500298856486,0.003564992105260583,1.668766170777104e-10,7.603299773753829e-10,5.284621055173369e-10,916811,Nada,Nada
0.0010278898322657103,0.0004875094650248783,0.003667974246908826,1.7814165450974892e-10,8.280096968085292e-10,5.679914597888322e-10,910429,Nada,Nada
0.001078862486547498,0.00045177475083909695,0.0037412510553589337,1.8946451916548316e-10,8.696069600215712e-10,5.992581247513794e-10,665246,Nada,Nada
0.0011354393489066683,0.00033077151448738926,0.0034337017775221863,1.738744173039009e-10,7.810217611133095e-10,5.477429121225346e-10,945963,Nada,Nada
0.0011007802281110528,0.0003104867149844679,0.003346019549644025,1.785778499822181e-10,8.079277749275605e-10,5.621304339315394e-10,439881,Nada,Nada
0.0009274178225374353,0.00044811222682511633,0.003702676474484677,1.656553585547946e-10,7.828717264919676e-10,5.340625123092306e-10,845358,Nada,Nada
0.0009584049243428607,0.00048050478957244213,0.003699173575059767,1.485392607633072e-10,7.046372360307332e-10,4.746931750500493e-10,838043,Nada,Nada
0.0008573649191448942,0.0005433719900186719,0.0038517650976161817,1.6823910395722544e-10,8.028464576794945e-10,5.511147745254915e-10,465306,Nada,Nada
0.0010781048445858562,0.00039503468652775283,0.003487320552112358,1.8028756663845058e-10,8.254424659267593e-10,5.694365839365412e-10,789175,Nada,Nada
0.0012007831230981876,0.00035757517902612363,0.0034568819820253727,2.1586044836655753e-10,9.705985124035407e-10,6.66654339270662e-10,683658,Nada,Nada
0.0011829540702030098,0.0004085769250570817,0.0034764928388653525,2.1918298394889125e-10,9.894451964646981e-10,6.822488496385147e-10,867490,Nada,Nada
0.0010797648529626326,0.00038588316934060616,0.003494837802574208,1.894176180826204e-10,8.688370521202427e-10,5.973644343309721e-10,860054,Nada,Nada
0.0008926176461518027,0.0005450947440980705,0.0039010620475075303,1.7766578368397778e-10,8.529483689574774e-10,5.764092113816506e-10,391963,Nada,Nada
0.0010501959232477197,0.00042309896664602983,0.0036116272409285398,1.7506637297481854e-10,8.132814791531451e-10,5.523410525012715e-10,216493,Nada,Nada
0.0010341261932045312,0.000420203548394809,0.003581867913244423,1.671939582037985e-10,7.742857090503703e-10,5.314570687292857e-10,879840,Nada,Nada
0.0010814243137454477,0.0004307349589136896,0.003550167355582461,1.8576632854742513e-10,8.534261143139488e-10,5.864723291734864e-10,165272,Nada,Nada
0.0011679589641818808,0.0003898769736989244,0.0034605152164967996,1.9896790885313288e-10,8.974611658931246e-10,6.213769362527884e-10,530399,Nada,Nada
0.00112707431658405,0.00038084282017730324,0.00344251759476872,1.8852972519852767e-10,8.592926309361679e-10,5.893088893808822e-10,697405,Nada,Nada
0.0008246546418055081,0.0005892784476111692,0.003955796925294742,1.7493353649389296e-10,8.509299897817503e-10,5.733430252870957e-10,310245,Nada,Nada
0.000994904093348882,0.0005656845440089267,0.003854765188138556,2.0742366221560915e-10,9.719367585566225e-10,6.658106441434966e-10,998893,Nada,Nada
0.0010633833069320048,0.00038494876301981533,0.003440315303869504,1.8084906896991787e-10,8.27871867196353e-10,5.734529013024222e-10,836522,Nada,Nada
0.0011226035530672712,0.00043182391783817316,0.003532037208269025,1.9098114404442814e-10,8.753045188315885e-10,5.976053909008955e-10,528236,Nada,Nada
0.0013033208939325594,0.0003411437127026472,0.0033537548025321298,2.585704019786799e-10,1.1364872661581277e-09,7.913331697507223e-10,441596,Nada,Nada
0.0010311174708999018,0.00044611384505142536,0.0036182644610871363,1.824151645350085e-10,8.481748228621137e-10,5.79975926323122e-10,633580,Nada,Nada
0.001115936336337531,0.00040731354034073176,0.0035051957079949366,2.0400907049476415e-10,9.373869012359998e-10,6.360077389449193e-10,13563,Nada,Nada
0.0011500262474147165,0.0003970124655337382,0.0034010523254984475,2.0893982139713197e-10,9.419978293826758e-10,6.552374022462076e-10,740667,Nada,Nada
0.0012980460313300757,0.0003819375308394039,0.0034195162271311915,2.7905783771447046e-10,1.2290041487152819e-09,8.546441224658353e-10,501596,Nada,Nada
0.0012608595671198676,0.0003602644188863698,0.003403707870021607,2.426842922855006e-10,1.06685899247805e-09,7.505875515931135e-10,142753,Nada,Nada
0.0009056809956865753,0.000524285806033163,0.0038143495711267733,1.6923221166519868e-10,8.076443298415114e-10,5.47958588760324e-10,318364,Nada,Nada
0.0011295795012586758,0.0003637379414545062,0.0034374010257518742,1.9200956837524645e-10,8.640790646962552e-10,6.050613904582004e-10,60712,Nada,Nada
0.0010436109248986131,0.00038231894092822204,0.003495106665061719,1.6880162372423443e-10,7.846436484030061e-10,5.314515891115263e-10,208329,Nada,Nada
0.000982762449588573,0.00043901807209014197,0.003607889065116961,1.7235920036894987e-10,8.002796786780407e-10,5.539770259527795e-10,439781,Nada,Nada
0.001048675421605554,0.00044806292955339454,0.003717657168572923,1.74576286882165e-10,8.095267004427632e-10,5.52378029175758e-10,312196,Nada,Nada
0.0011048448330197313,0.0004454280298491501,0.0037028591401631616,1.9792043946687116e-10,9.082625722992846e-10,6.213456200466863e-10,958249,Nada,Nada
0.0011488652757063237,0.0003970924678530705,0.003503326084879747,1.9955075213465316e-10,9.042351007373352e-10,6.251043787802787e-10,167506,Nada,Nada
0.0011047711334628162,0.00042352158392450613,0.003513360182799655,2.0521366935011337e-10,9.33981557560991e-10,6.482109610686935e-10,745172,Nada,Nada
0.001079337361506764,0.0004440631313836163,0.003529122373542088,1.7156681517087978e-10,7.989691814557112e-10,5.372469727800304e-10,196462,Nada,Nada
0.0011938262158828136,0.00038212909340353186,0.003503985766258683,2.241478773624952e-10,1.0044441388748447e-09,6.966381901148514e-10,540355,Nada,Nada
0.0011344943845239186,0.00045915302222076414,0.0035961812057430428,1.9488434485415826e-10,8.904807435399903e-10,6.115811387599809e-10,866123,Nada,Nada
0.0009748128081452688,0.00046488609806356017,0.0037131247125167023,1.4537445736642454e-10,6.783697658407601e-10,4.678839312050451e-10,173045,Nada,Nada
0.001299408411890581,0.0003748939909522023,0.0032945844534746607,2.646516670001683e-10,1.1615642337954346e-09,8.131102560541111e-10,408780,Nada,Nada
0.001063371684112375,0.00038247055129930486,0.003466234577222642,1.7795823794080528e-10,8.218387858780567e-10,5.610489795798923e-10,454879,Nada,Nada
0.0012047792733542789,0.0003750699898067656,0.003444647564900483,2.1786149187079275e-10,9.698345502587894e-10,6.790834780672748e-10,815437,Nada,Nada
0.0010302516039610093,0.0004999401049027782,0.003738730823330989,1.788861866176116e-10,8.263131407093544e-10,5.731595997568253e-10,52708,Nada,Nada
0.001061425607060568,0.0004211623120315166,0.0035480923009433047,1.8639388033507283e-10,8.581807930704434e-10,5.914499181354404e-10,482924,Nada,Nada
0.0011888950449427923,0.0004090659003328465,0.003485419287901527,2.1699827158342348e-10,9.732563700934757e-10,6.761513566389372e-10,350812,Nada,Nada
0.0010761958405877319,0.00045946654655303504,0.0036463556572529972,1.7313148402293576e-10,7.973986998964667e-10,5.468006324995708e-10,379951,Nada,Nada
0.001176695571923024,0.000434143326844634,0.0035490044932409456,2.1072714016733306e-10,9.472915026190488e-10,6.60692146776405e-10,175128,Nada,Nada
0.0011104953202096726,0.00042930048163008946,0.0035204770768724023,2.0210445079484597e-10,9.167783219103213e-10,6.378191637016773e-10,597158,Nada,Nada
0.001071353530385613,0.0004421941221625637,0.003713483241527416,1.745761154430228e-10,7.956665876154274e-10,5.563692169730482e-10,573352,Nada,Nada
0.0011700264321136474,0.0003633402128216292,0.0033966616505411162,1.97140144346854e-10,8.867840331467734e-10,6.134814873172956e-10,116891,Nada,Nada
0.0011482971503233414,0.0004647930176885186,0.00361328394084877,2.0361021670505916e-10,9.254394365937997e-10,6.382968580639268e-10,542180,Nada,Nada
0.0008859846919326669,0.0005681463290472295,0.003934478150627854,1.7454264134006488e-10,8.282184157919931e-10,5.721070246759617e-10,366415,Nada,Nada
0.0012783448614273939,0.00030219146913102303,0.0032536222837222283,2.455103675547238e-10,1.0746718739481052e-09,7.589540789909606e-10,535760,Nada,Nada
0.0009794806806039432,0.0004931067198475383,0.0037217990739095044,1.7307486308673488e-10,8.041145764865705e-10,5.5805665680357e-10,610276,Nada,Nada
0.0011047003280844226,0.0005001381695922171,0.0037219163425575006,2.284289178907964e-10,1.0475087768406254e-09,7.208405000731556e-10,491762,Nada,Nada
0.001176942236800961,0.00044167982960046406,0.0035153691328204837,2.1819104232270998e-10,9.872661836940767e-10,6.81582191975756e-10,535230,Nada,Nada
0.000919215259075491,0.0005331549203327037,0.0038580998468047203,1.7655132030258113e-10,8.38556561985829e-10,5.717002878299042e-10,237621,Nada,Nada
0.0011191095353763941,0.0004283536522718818,0.003579246879414324,2.0448773150331076e-10,9.336263566958526e-10,6.416696895371043e-10,125068,Nada,Nada
0.0010016381039264124,0.0004378069809162783,0.0036372894888469652,1.5246822317526004e-10,7.043303705675909e-10,4.892734015598503e-10,737036,Nada,Nada
0.0010746832070243665,0.00047906973083363996,0.0035984733643940428,1.8167803896424214e-10,8.400594533820071e-10,5.746397026914418e-10,383201,Nada,Nada
0.001084304318877502,0.00046395210278719966,0.003605631729106146,1.730063488786768e-10,7.895691374688759e-10,5.502595530658013e-10,504223,Nada,Nada
0.0011353904382986363,0.00043570976911733384,0.0036099782295967017,2.1139472948912944e-10,9.477554224426742e-10,6.702670138829129e-10,530737,Nada,Nada
0.0008293012848747555,0.0004921866930475499,0.0037382039452534144,1.8356937614467683e-10,8.737109822213641e-10,6.046258967812398e-10,267869,Nada,Nada
0.0009409605928287573,0.0004859366812773979,0.003752899661662312,1.6258787529970335e-10,7.608299690266757e-10,5.273486361085343e-10,197968,Nada,Nada
0.0011963737305602854,0.00039449632604986494,0.0034429949287506706,2.2056694859461254e-10,9.864001859776217e-10,6.877285514607856e-10,827305,Nada,Nada
0.0011584808417073019,0.00041712743907628926,0.0035007653068873284,2.0139741189570238e-10,9.070465437929471e-10,6.322921212417412e-10,924133,Nada,Nada
0.0009137458997650947,0.0005308207331942786,0.003818390509192417,1.6695019536999227e-10,7.932987282773829e-10,5.405491951662621e-10,399894,Nada,Nada
0.0009235199732808969,0.0005005134460373238,0.003735267341481778,1.5196331666186832e-10,7.138934449867925e-10,4.938410773810436e-10,72620,Nada,Nada
0.0010309016530629135,0.0004601857770303795,0.003656697547467465,1.83274417285739e-10,8.478424485318845e-10,5.841307426025059e-10,985330,Nada,Nada
0.0009447294462692056,0.00042501413642035465,0.00366283180303122,1.6499084562293383e-10,7.787011484656623e-10,5.28846896124093e-10,819415,Nada,Nada
0.0009680826247166307,0.0004524979016441486,0.0036586811873970644,1.6524414568247332e-10,7.715715801798469e-10,5.306015115561843e-10,172213,Nada,Nada
0.0009519822291892725,0.000531346576983062,0.003778685779796524,1.7343034295579703e-10,8.134339758050656e-10,5.61088652255701e-10,398425,Nada,Nada
0.0011323516793184233,0.00046633665368662683,0.003615491971373698,2.1952163716533414e-10,9.932213864080538e-10,6.925278951453335e-10,928233,Nada,Nada
0.0010517379372150064,0.00043490506704435994,0.003626289704423062,1.7781810694365048e-10,8.172807776891022e-10,5.660833594765716e-10,301443,Nada,Nada
0.0009716359403711243,0.0005408258414385725,0.0038304881043800193,1.6938498297217308e-10,7.956933528304441e-10,5.454272693906617e-10,996156,Nada,Nada
0.0008729496574376784,0.0005485421078117835,0.0038441511744192482,1.7186883818963732e-10,8.26249624040977e-10,5.595257981755028e-10,748788,Nada,Nada
0.001153551331563624,0.00047994596103712446,0.0037086412517674115,2.371104218789774e-10,1.0768041618184333e-09,7.432218286549656e-10,313002,Nada,Nada
0.0010012489875951963,0.00047347360565125373,0.003671526003975772,1.6530634270762325e-10,7.679661709267823e-10,5.306540764707914e-10,8225,Nada,Nada
0.001044834789728443,0.0004379962299175815,0.0036409525056960938,1.7937239355309677e-10,8.237219159169143e-10,5.717527823709893e-10,277520,Nada,Nada
0.0010158166041396926,0.0004493488655907934,0.0036126904371501303,1.7504094256600657e-10,8.122529847657499e-10,5.592552107319726e-10,612056,Nada,Nada
0.0012956519803804514,0.0003666739126006498,0.003395815204021822,2.645240556263531e-10,1.1535960417337569e-09,8.166549592119495e-10,870469,Nada,Nada
0.0010747586872839957,0.0004410694052631107,0.0035622940874249403,1.8335510115290197e-10,8.340637418626905e-10,5.844104993571162e-10,578449,Nada,Nada
0.00115986750686173,0.00041891821289723814,0.0035827902618921566,2.070044450873557e-10,9.354306208758002e-10,6.464799632388968e-10,569304,Nada,Nada
0.0009504751896609827,0.0005301566035922274,0.003831832240636659,1.6736793255944568e-10,7.922112573516427e-10,5.395422202311135e-10,654758,Nada,Nada
0.00120605861091368,0.0003858301984731766,0.00345294153897434,2.1537018606844702e-10,9.603799526770575e-10,6.711948545721175e-10,83629,Nada,Nada
0.001265576543356423,0.0003514630675646547,0.003287645927884108,2.5570780609531243e-10,1.1248265875041945e-09,7.925061856862569e-10,57425,Nada,Nada
0.0011006288517157515,0.00042391062134766765,0.0035553454270076125,1.764926786207058e-10,8.0875232668278e-10,5.552333985473828e-10,37911,Nada,Nada
0.0009920821824483906,0.0005291483914994076,0.0038596369097955996,1.8776746182180178e-10,8.71190808998565e-10,6.064683388632879e-10,461497,Nada,Nada
0.0011694388932798744,0.0003514796550090766,0.0033977398301235865,1.9199662830545482e-10,8.712091371957297e-10,5.957276544516122e-10,456025,Nada,Nada
0.0008869081225093902,0.0005025049805477423,0.0037030508487809898,1.752306776696845e-10,8.320794096221406e-10,5.704123160399317e-10,425249,Nada,Nada
0.0010831777646929319,0.0005047113202912621,0.0037022704622361267,2.001037987554991e-10,9.215579180700935e-10,6.334255946902266e-10,489272,Nada,Nada
0.0010672645354019208,0.0004754888208844218,0.003596224986176003,1.7190051357131998e-10,7.923160580181065e-10,5.45300765496898e-10,295884,Nada,Nada
0.0010581938162648608,0.000442293007334575,0.0035298322614949586,1.850145367626973e-10,8.512143439439588e-10,5.88033777063984e-10,302812,Nada,Nada
0.0011069627167797354,0.00040600453276688585,0.0035415333049702716,1.741383329789204e-10,7.926998020632471e-10,5.491036741077992e-10,552592,Nada,Nada
0.0010505454456980522,0.0005128908868238014,0.0037511855515649103,1.9500476588792372e-10,9.026992305548152e-10,6.207549742202586e-10,761571,Nada,Nada
0.0009815721330597733,0.0004935964568644398,0.003742638272226092,1.843206027677815e-10,8.671927275810097e-10,5.893246217408165e-10,511871,Nada,Nada
